"TARS_ROV_NEV	TARS_HOSZ_NEV	CIM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEGALL	CEGALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF 	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD 	TELEPULES	TELEPULES_KOD	ASZ_EVE";;
"PIÉRT ÉPÍTÕ Kft. f.a.	PIÉRT ÉPÍTÕ Korlátolt Felelõsségû Társaság felszámolás alatt	3023 Petõfibánya Sport utca 4., fszt.\16.ajtó	Gazdasági Társaság	1	24079381-2-10	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	500000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Petõfibánya	3165	2015";;
"																									";;
"BERVA Rt. f. a.	BERVA Finomszerelvénygyártó Részvénytásaság felszámolás alatt	3300 Eger, 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2010";;
"																									";;
"BERVA Rt. f. a.	BERVA Finomszerelvénygyártó Részvénytársaság F.A.	3300 Eger, 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2013";;
"																									";;
"BERVA Rt. felszámolás alatt	BERVA Finomszerelvénygyártó Részvénytársaság felszámolás alatt	3300 Eger 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2015";;
"																									";;
"BERVA Rt. f. a.	BERVA Finomszerelvénygyártó Részvénytársaság F.A.	3300 Eger, 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2012";;
"																									";;
"BERVA Rt. f. a.	BERVA Finomszerelvénygyártó Részvénytársaság felszámolás alatt	3300 Eger, 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2011";;
"																									";;
"BERVA Rt. felszámolás alatt	BERVA Finomszerelvénygyártó Részvénytársaság felszámolás alatt	3300 Eger 096/19. hrsz.	Gazdasági Társaság	1	11161635-2-10	Részvénytársaság	15	Felszámolás alatt	1	Feldolgozóipar	C	Fémalapanyag gyártása	24	Könnyûfémöntés	2453	599184000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2014";;
"																									";;
"MÁTRA VOLÁN Zrt.	MÁTRA VOLÁN Autóbusz-Közlekedési Zártkörûen mûködõ Részvénytársaság	3200 Gyöngyös, Pesti út 74.	Gazdasági Társaság	1	11162337-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	916238400.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2011";;
"																									";;
"MÁTRA VOLÁN Zrt.	MÁTRA VOLÁN Autóbusz-Közlekedési Zártkörûen mûködõ Részvénytársaság	3200 Gyöngyös, Pesti út 74.	Gazdasági Társaság	1	11162337-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	916686100.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2010";;
"																									";;
"MÁTRA VOLÁN Zrt.	MÁTRA VOLÁN Autóbusz-Közlekedési Zártkörûen mûködõ Részvénytársaság	3200 Gyöngyös, Pesti út 74.	Gazdasági Társaság	1	11162337-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	916238400.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2012";;
"																									";;
"HATVANI VOLÁN Zrt.	HATVANI VOLÁN Közlekedési Zártkörûen Mûködõ Részvénytársaság	3000 Hatvan, Bercsényi út 82.	Gazdasági Társaság	1	11162313-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	601170000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Hatvan	2053	2010";;
"																									";;
"HATVANI VOLÁN Zrt.	HATVANI VOLÁN Közlekedési Zártkörûen Mûködõ Részvénytársaság	3000 Hatvan, Bercsényi út 82.	Gazdasági Társaság	1	11162313-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	600990000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Hatvan	2053	2011";;
"																									";;
"HATVANI VOLÁN Zrt.	HATVANI VOLÁN Közlekedési Zártkörûen Mûködõ Részvénytársaság	3000 Hatvan, Bercsényi út 82.	Gazdasági Társaság	1	11162313-2-10	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	600790000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Hatvan	2053	2012";;
"																									";;
"AGRIA VOLÁN Zrt.	AGRIA VOLÁN KÖZLEKEDÉSI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	3300 Eger, Mátyás király út 134.	Gazdasági Társaság	1	11163101-2-44	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	M.n.s. egyéb szárazföldi személyszállítás	4939	1394570000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2012";;
"																									";;
"AGRIA VOLÁN Zrt.	AGRIA VOLÁN KÖZLEKEDÉSI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	3300 Eger, Mátyás király út 134.	Gazdasági Társaság	1	11163101-2-44	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	M.n.s. egyéb szárazföldi személyszállítás	4939	1396090000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2010";;
"																									";;
"AGRIA VOLÁN Zrt.	AGRIA VOLÁN KÖZLEKEDÉSI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	3300 Eger, Mátyás király út 134.	Gazdasági Társaság	1	11163101-2-44	Részvénytársaság	15	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	M.n.s. egyéb szárazföldi személyszállítás	4939	1394570000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2011";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u 18.	Gazdasági Társaság	1	11164511-2-10	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1814560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2013";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u 18.	Gazdasági Társaság	1	11164511-2-10	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1664560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2012";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u 18.	Gazdasági Társaság	1	11164511-2-10	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1664560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2011";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u. 18.	Gazdasági Társaság	1	11164511-2-10	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1934560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2015";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u. 18.	Gazdasági Társaság	1	11164511-2-10	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1814560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2014";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u. 18.	Gazdasági Társaság	1	11164511-2-10	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1974560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2017";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Erdészeti Zártkörûen Mûködõ Részvénytársaság	3300 Eger (Felnémet), Kossuth Lajos utca 18.	Gazdasági Társaság	1	11164511-2-10	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1664560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2010";;
"																									";;
"EGERERDÕ Zrt.	EGERERDÕ Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Kossuth Lajos u. 18.	Gazdasági Társaság	1	11164511-2-10	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Mezõgazdaság, erdõgazdálkodás, halászat	A	Erdõgazdálkodás	2	Erdészeti, egyéb erdõgazdálkodási tevékenység	210	1974560000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2016";;
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2012";
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger, Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2013";
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2017";
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2014";
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2016";
"																									";;
"Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	Heves Megyei Vízmû Zártkörûen Mûködõ Részvénytársaság	3300 Eger Hadnagy utca 2.	Gazdasági Társaság	1	11164810-2-10	Részvénytársaság	15	Mûködõ	4	""Vízellátás";" szennyvíz gyûjtése, kezelése, hulladékgazdálkodás, szennyezõdésmentesítés""	E	Víztermelés, -kezelés, -ellátás	36	Víztermelés, -kezelés, -ellátás	3600	408000000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Eger	1875	2015";
"																									";;
"ÉMOR-TISZK Zrt.	ÉMOR-TISZK Észak-magyarországi Szakképzés-szervezési Nonprofit Kiemelkedõen Közhasznú Zártkörûen Mûködõ Részvénytársaság	3200 Gyöngyös, Mátrai út 36.	Gazdasági Társaság	1	14249882-2-10	Részvénytársaság	15	Mûködõ	4	Oktatás	P	Oktatás	85	Oktatást kiegészítõ tevékenység	8560	5300000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2010";;
"																									";;
"ÉMOR-TISZK Zrt.	ÉMOR-TISZK Észak-magyarországi Szakképzés-szervezési Nonprofit Kiemelkedõen Közhasznú Zártkörûen Mûködõ Részvénytársaság	3200 Gyöngyös, Mátrai út 36.	Gazdasági Társaság	1	14249882-2-10	Nonprofit Részvénytársaság	14	Mûködõ	4	Oktatás	P	Oktatás	85	Oktatást kiegészítõ tevékenység	8560	5300000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2011";;
"																									";;
"ÉMOR-TISZK Zrt.	ÉMOR-TISZK Észak-magyarországi Szakképzés-szervezési Nonprofit Kiemelkedõen Közhasznú Zártkörûen Mûk	3200 Gyöngyös, Mátrai út 36.	Gazdasági Társaság	1	14249882-2-10	Nonprofit Részvénytársaság	14	Mûködõ	4	Oktatás	P	Oktatás	85	Oktatást kiegészítõ tevékenység	8560	5300000.00	Magyarország	HU	Észak-Magyarország régió	4	Heves	10	Gyöngyös	375	2012";;
"																									";;
"BHÉV Zrt.	BHÉV Budapesti Helyiérdekû Vasút Zártkörûen Mûködõ Részvénytársaság	1072 Budapest, Akácfa u. 15	Gazdasági Társaság	1	25776005-2-44	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Szállítás, raktározás	H	Szárazföldi, csõvezetékes szállítás	49	Városi, elõvárosi szárazföldi személyszállítás	4931	11000000000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya, Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2011";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2016";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2014";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya, Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2012";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2015";;
"																									";;
"Tatabányai Bányák Vállalat f.a.	Tatabányai Bányák Vállalat f.a.	2800 Tatabánya, Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2010";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2017";;
"																									";;
"TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	TATABÁNYAI BÁNYÁK VÁLLALAT felszámolás alatt	2800 Tatabánya, Vértanúk tere 1	Gazdasági Társaság	1	10207521-2-11	Állami Vállalat	3	Felszámolás alatt	1	Bányászat, kõfejtés	B	Szénbányászat	5	Barnaszén-, lignitbányászat	520	10012691000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Tatabánya	1647	2013";;
"																									";;
"PILIS-HEGY-KÖZSÉG Szövetkezet kt.a.	PILIS-HEGY-KÖZSÉG SZÖVETKEZET kényszertörlés alatt	2517 Kesztölc, Szent István utca 50.	Gazdasági Társaság	1	10063008-2-11	Egyéb Szövetkezet	5	Kényszertörlés alatt	2	Mezõgazdaság, erdõgazdálkodás, halászat	A	Növénytermesztés, állattenyésztés, vadgazdálkodás és kapcsolódó szolgáltatások	1	Almatermésû, csonthéjas termesztése	124	90187000.00	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Kesztölc	2764	2013";;
